"","zipcode","estimate_households_under_10","estimate_households_10_15","estimate_households_15_25","estimate_households_25_35","estimate_households_35_45","estimate_households_50_75","estimate_households_75_100","estimate_households_100_150","estimate_households_150_200","estimate_households_over_200","median_income"
"4686","15658","2.4","5.5","11.4","11.3","13.8","16.4","13.0","13.4","6.2","6.6","56507"
"4687","15660","0.0","0.0","0.0","15.8","7.6","22.2","45.0","5.8","3.5","0.0","78942"
"4688","15661","16.6","3.6","14.3","11.7","7.2","8.5","5.8","32.3","0.0","0.0","-"
"4689","15662","0.0","0.0","22.4","21.1","0.0","56.6","0.0","0.0","0.0","0.0","-"
"4690","15663","2.3","2.8","12.2","24.9","13.6","23.9","8.0","8.5","3.3","0.5","43250"
"4691","15665","6.6","2.8","9.6","34.1","2.6","23.2","5.2","8.5","2.4","5.2","-"
"4692","15666","3.7","3.6","14.6","10.8","14.0","22.6","13.9","11.6","3.5","1.8","52599"
"4693","15668","2.1","0.7","4.4","7.6","9.9","16.0","12.9","18.9","15.8","11.9","94590"
"4694","15670","5.1","8.0","6.9","10.0","13.7","17.6","17.5","12.9","4.7","3.7","54948"
"4695","15671","10.6","0.0","0.0","0.0","27.6","18.7","22.3","20.8","0.0","0.0","64028"
"4696","15672","5.2","3.9","7.7","10.7","8.1","15.3","16.9","24.3","3.3","4.5","68000"
"4697","15673","6.4","6.0","7.6","13.4","16.2","17.4","15.3","16.0","1.0","0.5","50833"
"4698","15675","3.0","13.8","12.6","5.1","23.7","15.0","6.0","17.4","3.0","0.6","44531"
"4699","15676","0.0","4.9","19.4","15.8","17.1","14.5","4.6","23.7","0.0","0.0","41014"
"4700","15677","0.0","5.0","8.2","5.0","34.6","16.4","18.9","8.8","3.1","0.0","45625"
"4701","15678","7.8","0.0","5.3","6.0","18.7","33.2","7.1","21.9","0.0","0.0","55188"
"4702","15679","3.3","4.9","6.4","7.1","20.7","24.7","15.7","13.7","1.9","1.7","57112"
"4703","15680","0.0","0.0","23.2","0.0","42.0","7.2","20.3","7.2","0.0","0.0","39375"
"4704","15681","5.2","7.6","8.3","12.7","15.3","17.6","14.3","13.6","3.3","2.0","50917"
"4705","15683","7.7","6.2","12.3","9.0","12.3","20.5","12.4","13.5","3.6","2.6","51976"
"4706","15684","2.8","0.0","1.4","0.0","39.0","20.2","11.8","23.3","1.4","0.0","55625"
"4707","15686","1.7","0.0","15.4","7.7","10.6","28.9","8.6","24.6","2.6","0.0","61968"
"4708","15687","3.2","4.2","8.5","10.7","17.5","25.0","7.1","19.4","1.2","3.2","54375"
"4709","15688","4.5","4.1","9.1","9.7","14.9","11.5","26.0","15.6","4.5","0.0","60192"
"4710","15689","14.7","0.0","7.7","0.0","4.9","19.6","29.4","23.8","0.0","0.0","78365"
"4711","15690","7.9","6.0","12.9","12.1","15.2","21.9","12.6","8.6","2.1","0.7","44879"
"4712","15691","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-"
"4713","15692","6.6","12.2","11.1","12.6","18.8","18.6","11.7","2.9","5.5","0.0","37384"
"4714","15693","0.0","0.0","0.0","21.1","0.0","60.5","0.0","18.4","0.0","0.0","63696"
"4715","15695","12.5","15.1","4.7","16.7","0.0","22.9","0.0","21.9","6.3","0.0","-"
"4716","15696","2.1","1.6","3.7","4.8","21.8","45.2","6.9","9.6","4.3","0.0","60625"
"4717","15697","4.9","4.2","7.9","12.0","16.4","26.7","12.1","11.4","3.5","0.8","53363"
"4718","15698","0.0","6.8","9.6","8.0","14.5","26.1","20.5","14.5","0.0","0.0","52708"
"4719","15701","11.0","6.0","15.0","8.6","13.1","16.0","11.5","11.5","4.0","3.3","45353"
"4720","15710","0.0","9.6","0.0","22.9","0.0","4.8","51.8","10.8","0.0","0.0","85208"
"4721","15711","3.3","0.0","13.2","6.0","20.9","24.7","23.6","8.2","0.0","0.0","59375"
"4722","15712","0.0","0.0","12.2","12.2","20.3","9.5","8.1","37.8","0.0","0.0","68125"
"4723","15713","0.0","0.0","85.9","0.0","0.0","0.0","14.1","0.0","0.0","0.0","23571"
"4724","15714","6.8","4.9","13.6","11.8","18.8","21.0","13.7","8.1","0.7","0.7","45495"
"4725","15715","4.7","0.0","24.0","10.4","15.6","20.8","6.8","17.7","0.0","0.0","44500"
"4726","15716","8.1","3.3","47.4","0.0","13.6","14.0","0.0","9.2","0.0","4.4","22778"
"4727","15717","7.5","4.2","9.4","10.6","16.8","18.4","15.1","11.4","4.0","2.6","51915"
"4728","15721","6.5","1.1","14.0","10.8","33.3","11.8","12.9","7.5","2.2","0.0","45673"
"4729","15722","4.4","6.8","12.3","9.4","18.9","15.4","17.3","11.6","2.7","1.2","48426"
"4730","15723","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","-"
"4731","15724","3.8","4.4","11.9","14.2","21.0","20.2","10.8","11.0","1.9","0.9","44837"
"4732","15725","2.9","4.8","10.5","12.5","17.0","17.0","13.6","19.6","2.0","0.0","53287"
"4733","15727","19.5","0.0","3.4","13.8","23.0","26.4","9.2","4.6","0.0","0.0","40208"
"4734","15728","5.3","10.7","12.2","15.8","15.4","14.6","17.4","4.3","2.1","2.2","41207"
"4735","15729","10.5","5.8","24.1","5.6","9.7","20.7","9.5","9.3","3.1","1.7","36780"
"4736","15730","41.9","0.0","9.7","9.7","9.7","19.4","0.0","9.7","0.0","0.0","-"
"4737","15731","0.0","16.5","6.5","0.0","18.6","40.7","17.7","0.0","0.0","0.0","53475"
"4738","15732","1.8","2.2","12.4","9.4","15.4","22.2","17.2","14.9","2.8","1.7","57500"
"4739","15733","29.3","0.0","18.7","13.3","20.0","13.3","5.3","0.0","0.0","0.0","28750"
"4740","15734","0.0","0.0","33.7","24.1","16.9","6.0","10.2","3.6","0.0","5.4","33646"
"4741","15736","4.2","3.9","9.5","8.4","10.9","29.6","20.1","8.7","4.7","0.0","63393"
"4742","15737","0.0","0.0","10.0","10.0","56.7","23.3","0.0","0.0","0.0","0.0","39375"
"4743","15738","0.0","14.2","17.9","11.3","22.6","19.8","9.4","4.7","0.0","0.0","37500"
"4744","15739","4.0","1.0","14.5","8.5","16.0","29.5","17.0","9.5","0.0","0.0","56250"
"4745","15741","0.0","0.0","0.0","12.5","37.5","25.0","25.0","0.0","0.0","0.0","52500"
"4746","15742","4.7","9.2","15.1","12.1","16.3","21.3","8.9","8.9","0.6","3.0","43125"
"4747","15744","10.9","10.9","7.8","12.5","29.7","10.9","3.1","9.4","4.7","0.0","41389"
"4748","15745","18.1","0.0","0.0","0.0","16.9","15.7","38.6","10.8","0.0","0.0","62250"
"4749","15746","11.9","7.5","4.5","26.9","10.4","13.4","25.4","0.0","0.0","0.0","29896"
"4750","15747","7.8","9.6","8.4","16.3","13.8","17.8","12.0","8.3","4.2","1.7","44009"
"4751","15748","5.6","5.4","13.2","12.4","14.6","20.2","12.2","12.1","2.6","1.8","49200"
"4752","15750","0.0","0.0","0.0","62.1","9.5","14.7","13.8","0.0","0.0","0.0","33793"
"4753","15752","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-"
"4754","15753","8.8","7.8","14.0","17.6","19.7","14.5","6.2","9.3","2.1","0.0","40268"
"4755","15754","0.0","0.0","0.0","26.5","0.0","50.2","17.1","6.1","0.0","0.0","71969"
"4756","15756","0.0","11.6","11.6","9.9","34.7","20.7","2.5","9.1","0.0","0.0","37330"
"4757","15757","6.2","8.0","10.9","8.3","17.9","25.2","9.1","7.8","4.9","1.8","48438"
"4758","15759","4.5","3.1","13.2","11.7","11.5","20.8","17.5","15.1","1.7","0.8","58090"
"4759","15760","7.1","16.1","5.4","10.7","14.3","25.0","8.9","12.5","0.0","0.0","43333"
"4760","15761","18.2","0.0","15.2","0.0","22.7","36.4","7.6","0.0","0.0","0.0","39333"
"4761","15762","2.5","2.5","8.5","9.9","11.3","21.8","22.3","19.2","1.1","0.8","65167"
"4762","15764","0.0","10.3","8.0","23.0","16.1","32.2","0.0","10.3","0.0","0.0","47679"
"4763","15765","7.6","0.9","5.5","7.9","21.4","14.0","19.0","16.0","3.6","4.0","59125"
"4764","15767","8.5","8.0","13.2","11.7","16.0","17.4","12.2","9.5","1.9","1.6","43482"
"4765","15770","3.8","8.8","21.3","7.5","0.0","13.8","33.8","11.3","0.0","0.0","64167"
"4766","15771","7.1","7.6","12.9","9.6","19.5","19.8","5.3","12.4","2.3","3.3","47500"
"4767","15772","6.2","11.4","11.9","15.3","13.6","14.6","12.2","12.4","1.4","1.0","42566"
"4768","15773","5.3","1.6","14.4","15.4","14.9","20.2","14.9","9.6","2.1","1.6","49375"
"4769","15774","1.3","2.2","7.5","12.2","19.7","24.6","10.4","13.3","4.1","4.7","60288"
"4770","15775","0.0","0.8","16.7","19.8","29.8","12.3","10.0","9.7","0.0","0.8","38664"
"4771","15776","0.0","12.0","12.0","28.0","12.0","0.0","16.0","20.0","0.0","0.0","34821"
"4772","15777","0.0","0.0","15.5","27.6","15.5","25.9","15.5","0.0","0.0","0.0","46111"
"4773","15778","3.3","3.3","18.3","5.0","23.3","21.7","10.0","5.0","3.3","6.7","42500"
"4774","15779","0.0","3.9","0.0","17.1","7.7","32.6","29.3","9.4","0.0","0.0","63466"
"4775","15780","0.0","11.3","28.2","0.0","4.2","33.8","9.9","8.5","4.2","0.0","58750"
"4776","15781","4.8","4.8","4.8","26.2","9.5","23.8","0.0","19.0","7.1","0.0","53750"
"4777","15783","5.3","0.0","15.8","19.3","10.5","24.6","5.3","7.0","0.0","12.3","44583"
"4778","15784","3.3","0.0","6.7","13.3","20.0","13.3","20.0","20.0","0.0","3.3","71250"
"4779","15801","6.2","6.0","10.3","11.4","14.9","21.6","12.3","11.6","3.5","2.2","50829"
"4780","15821","8.5","5.1","11.9","3.4","32.2","25.4","8.5","5.1","0.0","0.0","45875"
"4781","15823","4.3","1.2","12.3","16.0","16.0","20.1","12.8","13.5","3.2","0.7","50375"
"4782","15824","4.6","4.3","14.0","13.2","14.6","22.3","10.4","12.2","1.8","2.8","49364"
"4783","15825","3.7","6.3","11.2","10.1","14.3","19.7","17.8","11.1","3.4","2.4","53598"
"4784","15827","0.0","3.4","10.3","6.0","13.8","56.0","6.0","4.3","0.0","0.0","54375"
"4785","15828","2.5","9.0","9.0","27.0","16.4","19.7","9.8","1.6","0.0","4.9","35625"
"4786","15829","1.6","6.5","9.3","8.3","13.8","32.0","10.9","15.2","0.8","1.6","52038"
"4787","15832","4.2","10.9","17.6","9.2","19.3","24.4","10.9","3.4","0.0","0.0","39464"
"4788","15834","7.1","6.6","14.4","12.1","20.0","18.4","8.4","9.0","2.4","1.5","41679"
"4789","15840","3.3","7.2","10.7","14.2","13.1","20.4","14.6","12.0","3.5","1.1","51477"
"4790","15841","12.2","3.4","11.5","6.8","20.3","25.0","4.7","10.1","0.0","6.1","40357"
"4791","15845","5.4","7.8","12.3","8.8","20.6","20.2","10.2","11.1","3.3","0.4","48486"
"4792","15846","3.3","1.2","12.3","11.2","16.0","25.3","12.6","14.4","2.4","1.4","55669"
"4793","15847","7.2","9.2","11.8","20.4","20.4","17.1","11.8","2.0","0.0","0.0","35833"
"4794","15848","6.8","3.1","17.8","16.4","16.4","13.8","13.8","8.6","1.0","2.1","40179"
"4795","15849","5.9","4.9","10.6","11.0","18.0","17.8","23.3","7.3","1.2","0.0","49821"
"4796","15851","8.4","6.3","9.7","12.7","19.4","18.1","12.4","10.2","2.1","0.7","43761"
"4797","15853","10.2","3.5","9.5","12.3","14.7","23.1","10.1","13.0","2.1","1.4","49765"
"4798","15856","3.3","2.5","7.6","12.3","17.7","21.3","21.8","7.1","3.5","3.0","56406"
"4799","15857","2.9","4.6","12.3","10.9","17.3","16.1","14.9","12.8","5.5","2.6","51684"
"4800","15860","10.3","2.1","10.3","7.9","16.7","23.8","11.8","12.8","2.3","2.1","53333"
"4801","15861","7.4","2.9","14.7","30.9","17.6","13.2","10.3","0.0","1.5","1.5","30500"
"4802","15863","8.5","5.1","18.6","13.6","20.3","11.9","19.5","2.5","0.0","0.0","40313"
"4803","15864","3.0","4.1","10.1","12.2","18.1","25.8","10.1","12.5","1.7","2.4","51250"
"4804","15865","9.6","3.6","16.0","15.8","18.4","18.7","6.8","8.3","1.1","1.6","39318"
"4805","15866","6.9","8.9","6.9","11.9","6.9","26.7","10.9","17.8","3.0","0.0","54063"
"4806","15868","2.2","8.5","8.2","14.0","17.1","25.8","9.1","10.4","3.2","1.4","49972"
"4807","15870","3.0","7.2","12.9","8.1","14.0","20.5","18.7","10.0","2.6","3.0","55804"
"4808","15901","27.7","21.5","21.9","11.2","8.7","5.1","1.8","2.1","0.0","0.0","15204"
"4809","15902","12.2","8.5","20.9","12.5","15.9","15.0","7.3","5.3","1.9","0.5","31783"
"4810","15904","4.1","4.7","12.4","10.6","13.0","20.0","14.1","13.0","4.8","3.2","56828"
"4811","15905","4.9","6.0","10.7","11.4","12.7","20.1","12.7","13.2","4.3","3.9","54894"
"4812","15906","13.7","6.5","18.3","14.7","18.7","13.9","8.7","4.2","0.7","0.5","32736"
"4813","15909","5.0","3.8","14.9","12.4","12.1","19.8","15.2","12.9","3.0","0.9","51122"
"4814","15920","1.8","1.2","15.3","10.3","15.6","19.8","7.4","18.6","10.0","0.0","58375"
"4815","15921","0.0","0.0","20.8","52.1","18.8","0.0","0.0","8.3","0.0","0.0","33036"
"4816","15922","8.1","6.8","17.6","0.0","24.3","28.4","6.8","8.1","0.0","0.0","37167"
"4817","15923","5.5","5.5","10.7","13.1","21.0","19.4","7.6","9.7","3.1","4.5","44716"
"4818","15924","5.3","2.3","9.5","11.2","21.6","24.7","10.7","13.5","0.0","1.2","50000"
"4819","15925","0.0","2.7","17.6","13.5","17.6","20.3","6.8","21.6","0.0","0.0","46250"
"4820","15926","7.4","3.8","13.4","11.1","16.0","17.9","16.7","8.0","3.3","2.4","47460"
"4821","15927","12.1","12.7","10.0","9.1","22.5","15.8","8.9","8.9","0.0","0.0","39688"
"4822","15928","4.2","5.8","10.2","25.1","11.1","16.1","12.3","15.2","0.0","0.0","43971"
"4823","15929","56.3","0.0","15.6","18.8","0.0","9.4","0.0","0.0","0.0","0.0","-"
"4824","15930","24.1","0.0","0.0","75.9","0.0","0.0","0.0","0.0","0.0","0.0","-"
"4825","15931","4.5","5.9","8.9","9.3","15.5","19.7","13.9","16.1","2.4","3.7","55532"
"4826","15934","0.0","0.0","0.0","0.0","0.0","23.0","34.4","42.6","0.0","0.0","99464"
"4827","15935","0.9","2.4","9.4","16.4","19.0","15.8","16.5","16.5","1.9","1.3","54637"
"4828","15936","4.2","4.6","9.7","16.0","12.6","35.0","10.5","6.1","0.8","0.5","51652"
"4829","15937","0.0","0.0","19.0","5.6","22.5","33.1","10.6","9.2","0.0","0.0","51333"
"4830","15938","6.6","5.8","6.6","10.2","20.7","17.6","14.7","13.3","2.4","2.1","50074"
"4831","15940","7.0","2.9","6.1","7.0","11.1","20.4","19.4","16.5","5.5","4.1","72656"
"4832","15942","3.0","6.9","7.3","7.5","22.7","19.3","12.2","15.2","2.5","3.4","54330"
"4833","15943","6.5","5.8","11.9","13.2","16.5","22.2","12.2","8.9","2.7","0.0","47615"
"4834","15944","6.8","4.7","11.5","9.8","15.9","20.2","16.6","10.6","1.4","2.5","51518"
"4835","15945","0.0","0.0","21.7","0.0","32.6","21.7","23.9","0.0","0.0","0.0","46944"
"4836","15946","4.8","9.3","8.4","12.5","12.8","20.1","13.0","13.6","4.3","1.2","53240"
"4837","15948","7.2","0.0","16.3","0.0","24.4","6.7","45.5","0.0","0.0","0.0","65804"
"4838","15949","0.0","10.0","11.8","10.4","16.7","26.7","16.3","4.1","4.1","0.0","53281"
"4839","15951","6.6","0.0","6.6","38.4","0.0","33.2","0.0","15.2","0.0","0.0","-"
"4840","15952","4.3","17.2","5.9","6.5","11.9","15.1","15.4","20.7","0.0","3.0","53750"
"4841","15953","0.0","0.0","0.0","0.0","67.4","32.6","0.0","0.0","0.0","0.0","38661"
"4842","15954","8.0","6.5","13.6","14.6","15.7","15.5","11.7","11.7","2.2","0.4","42692"
"4843","15955","5.1","8.8","14.2","4.3","16.8","19.1","15.5","14.0","1.7","0.5","51442"
"4844","15956","5.6","6.9","21.2","10.3","13.6","14.6","10.9","12.5","4.5","0.0","40847"
"4845","15957","4.8","0.0","11.3","12.9","15.7","9.7","23.8","13.7","8.1","0.0","69500"
"4846","15958","1.8","3.8","6.8","13.3","14.4","20.6","16.5","15.5","3.9","3.4","59659"
"4847","15960","2.0","4.9","14.1","31.7","16.1","16.1","3.4","11.7","0.0","0.0","34714"
"4848","15961","8.3","3.7","8.9","15.4","15.7","22.2","10.8","12.3","1.5","1.2","47386"
"4849","15962","0.0","15.3","8.5","20.3","1.7","16.9","20.3","8.5","0.0","8.5","58438"
"4850","15963","8.2","6.5","11.5","17.1","14.7","14.0","11.8","12.5","2.0","1.7","42168"
"4851","16001","6.6","5.9","11.7","10.3","11.4","21.1","13.0","13.3","3.7","3.0","55533"
"4852","16002","3.7","4.0","5.4","9.9","11.8","17.7","15.3","23.2","5.1","4.0","69887"
"4853","16020","1.5","4.4","12.4","5.9","22.9","18.1","12.7","15.9","5.7","0.4","51625"
"4854","16022","3.5","6.3","14.1","0.7","19.7","31.7","14.8","8.5","0.7","0.0","52500"
"4855","16023","11.3","3.7","12.1","14.5","12.4","18.8","8.8","13.4","2.9","2.1","44098"
"4856","16024","3.7","1.9","11.1","5.6","11.1","16.7","24.1","21.3","4.6","0.0","70000"
"4857","16025","3.4","2.8","6.5","7.9","10.6","26.1","16.3","18.4","3.5","4.6","68768"
"4858","16027","0.0","8.2","12.4","15.5","10.3","20.6","9.3","8.2","10.3","5.2","58750"
"4859","16028","5.8","11.4","14.0","10.1","15.7","10.7","17.1","11.3","2.5","1.5","42500"
"4860","16029","5.9","1.9","9.6","13.9","20.7","21.1","12.1","8.7","5.6","0.6","49226"
"4861","16030","9.2","3.8","7.6","9.2","13.7","32.1","18.3","4.6","0.0","1.5","58125"
"4862","16033","2.5","2.4","9.9","8.6","9.9","23.2","12.7","22.5","6.1","2.2","62945"
"4863","16034","2.5","1.5","9.5","5.9","15.3","24.1","12.6","21.9","4.6","2.2","62284"
"4864","16035","0.0","0.0","0.0","15.0","7.5","17.5","25.0","35.0","0.0","0.0","91000"
"4865","16036","0.0","9.3","25.6","11.6","10.5","17.4","8.1","17.4","0.0","0.0","40000"
"4866","16037","2.0","2.2","6.0","8.5","9.0","19.2","14.5","23.7","10.0","4.9","79085"
"4867","16038","4.0","4.0","8.3","10.6","16.6","16.8","17.1","15.6","4.3","2.8","60313"
"4868","16040","6.6","5.9","8.7","8.2","21.5","15.6","16.1","11.0","4.1","2.3","49676"
"4869","16041","7.8","5.9","9.6","8.5","15.9","24.3","16.5","8.2","2.8","0.5","51393"
"4870","16045","2.2","3.8","12.7","12.9","23.6","18.9","7.6","15.1","1.3","2.0","47069"
"4871","16046","0.9","1.4","3.6","3.0","6.5","14.3","12.9","21.6","13.3","22.5","114973"
"4872","16048","14.0","5.3","0.0","7.0","15.8","15.8","15.8","21.1","5.3","0.0","68750"
"4873","16049","4.8","3.7","13.5","13.0","16.7","20.1","11.8","11.5","3.0","2.0","47292"
"4874","16050","8.7","4.1","12.4","11.1","15.8","14.5","13.4","14.1","4.9","1.0","48646"
"4875","16051","3.7","3.4","14.6","13.8","10.2","24.6","12.4","12.1","3.5","1.7","54406"
"4876","16052","8.9","1.8","6.9","7.2","14.7","21.8","16.1","15.3","4.0","3.3","64063"
"4877","16053","1.7","2.2","7.0","4.8","12.2","21.4","20.2","18.8","5.5","6.2","76083"
"4878","16054","4.8","1.8","22.3","7.8","26.5","16.9","8.4","10.8","0.0","0.6","42143"
"4879","16055","3.2","2.9","7.2","4.1","11.4","15.4","15.3","24.7","8.9","7.0","82933"
"4880","16056","3.5","4.8","12.5","8.3","14.1","16.9","13.5","15.9","7.8","2.7","59300"
"4881","16057","12.2","5.5","11.1","8.3","14.0","16.9","12.2","12.7","4.5","2.6","48610"
"4882","16059","1.3","2.4","8.3","7.8","11.2","19.5","11.8","18.8","7.5","11.5","74491"
"4883","16061","5.4","1.4","13.2","7.4","12.6","23.6","15.9","15.1","4.7","0.8","58438"
"4884","16063","2.4","5.1","6.4","13.9","14.0","19.1","14.2","15.8","4.8","4.3","56794"
"4885","16066","1.7","1.7","2.9","3.6","8.6","15.0","15.0","21.9","14.2","15.5","103947"
"4886","16101","11.7","8.1","14.9","10.3","13.5","18.6","9.6","8.8","3.0","1.6","40236"
"4887","16102","5.6","7.2","18.0","10.8","12.5","15.8","11.8","10.6","4.6","3.0","46211"
"4888","16105","2.9","3.4","10.5","11.2","10.3","19.8","15.0","14.2","7.6","5.0","64337"
"4889","16110","1.4","3.6","18.8","5.1","10.1","26.1","11.6","13.8","5.1","4.3","57500"
"4890","16111","5.5","5.3","11.4","13.4","24.9","13.8","8.7","12.8","1.6","2.6","43427"
"4891","16112","5.3","2.6","15.5","8.5","10.2","19.7","17.1","15.8","3.3","2.0","61181"
"4892","16113","1.0","6.7","1.0","16.1","14.5","14.5","13.5","18.1","11.4","3.1","65625"
"4893","16114","0.0","8.4","12.4","8.4","23.2","18.8","12.4","10.8","2.8","2.8","46429"
"4894","16115","0.8","4.0","10.8","12.6","12.5","22.7","14.8","14.3","3.5","4.0","56333"
"4895","16116","5.0","2.4","16.2","9.3","15.6","19.1","12.0","12.1","4.1","4.2","51650"
"4896","16117","5.7","3.6","12.5","12.0","15.8","18.4","12.4","14.3","2.7","2.6","51045"
"4897","16120","3.5","1.3","13.1","14.3","12.1","28.8","10.0","10.2","5.3","1.4","53688"
"4898","16121","11.1","11.4","18.8","16.7","16.7","14.5","5.7","2.9","2.3","0.0","28611"
"4899","16123","2.9","0.6","5.5","9.4","11.8","10.7","22.6","26.6","6.4","3.4","82250"
"4900","16124","4.3","3.9","11.2","17.9","13.2","19.0","11.1","12.9","4.5","2.1","49718"
"4901","16125","5.1","3.9","12.6","13.5","16.8","18.9","10.1","12.8","3.3","3.1","48333"
"4902","16127","3.5","3.0","11.6","11.4","12.6","19.0","17.1","14.8","3.3","3.5","60354"
"4903","16130","4.9","4.7","15.5","14.9","16.7","16.0","14.0","11.8","0.8","0.6","43438"
"4904","16131","0.6","2.6","12.7","13.9","10.7","24.3","14.5","13.3","1.2","6.4","58553"
"4905","16132","19.0","0.0","0.0","37.1","7.8","24.1","12.1","0.0","0.0","0.0","-"
"4906","16133","3.7","4.8","9.5","9.5","13.7","27.0","11.2","13.0","3.8","3.7","57734"
"4907","16134","7.1","6.4","12.3","13.5","15.9","19.8","13.7","8.0","2.0","1.4","44403"
"4908","16136","4.6","5.7","10.9","9.5","16.0","19.2","27.8","4.0","1.4","0.9","53958"
"4909","16137","4.4","4.2","10.3","9.5","15.1","20.6","15.6","14.3","3.6","2.4","56476"
"4910","16140","0.0","50.0","0.0","0.0","0.0","50.0","0.0","0.0","0.0","0.0","-"
"4911","16141","7.8","5.7","12.2","11.3","11.5","18.0","14.9","9.8","4.7","4.2","52500"
"4912","16142","3.9","3.1","10.8","12.4","15.1","17.9","15.5","11.6","4.1","5.7","57344"
"4913","16143","6.9","2.9","12.0","10.4","18.9","16.5","13.3","13.9","2.1","3.2","48235"
"4914","16145","4.4","5.0","13.1","13.0","14.1","18.3","15.5","12.9","2.0","1.6","50455"
"4915","16146","14.3","10.1","17.0","12.6","11.8","15.8","9.3","6.2","1.5","1.5","31137"
"4916","16148","3.2","3.8","13.1","11.1","16.7","17.9","12.2","14.6","3.7","3.7","53413"
"4917","16150","5.2","4.8","11.8","8.4","16.2","24.7","14.5","9.4","2.8","2.1","54254"
"4918","16151","7.7","1.9","9.6","19.2","11.5","36.5","13.5","0.0","0.0","0.0","50000"
"4919","16153","2.7","5.2","11.4","12.6","13.3","17.0","17.9","13.8","4.7","1.4","55588"
"4920","16154","5.6","2.8","14.3","8.1","11.4","29.9","10.2","16.1","0.6","1.0","58775"
"4921","16155","0.0","0.0","42.2","31.1","13.3","13.3","0.0","0.0","0.0","0.0","28125"
"4922","16156","5.5","4.3","9.0","11.3","13.6","21.8","13.0","12.7","5.9","3.1","56406"
"4923","16157","4.2","7.7","8.2","9.2","15.5","25.7","11.0","12.4","4.5","1.6","56182"
"4924","16159","3.5","3.2","8.3","16.8","13.3","18.9","19.1","14.5","1.2","1.2","56686"
"4925","16160","13.2","5.8","13.2","10.1","10.9","24.3","6.6","12.4","3.5","0.0","42250"
"4926","16161","7.5","10.2","13.4","20.6","18.4","17.4","8.3","4.3","0.0","0.0","33846"
"4927","16201","7.0","5.5","12.3","10.9","14.6","16.2","12.9","13.0","3.6","4.0","49550"
"4928","16210","3.5","7.8","15.1","8.4","22.3","10.7","11.3","11.6","5.8","3.5","43274"
"4929","16211","0.0","8.9","5.4","23.2","21.4","30.4","0.0","10.7","0.0","0.0","41111"
"4930","16212","11.1","8.0","9.3","15.4","16.7","16.7","16.7","5.6","0.0","0.6","37083"
"4931","16213","17.4","21.7","8.7","4.3","19.6","13.0","6.5","8.7","0.0","0.0","33750"
"4932","16214","15.4","7.0","15.6","10.4","12.6","14.7","9.0","9.8","3.8","1.7","37804"
"4933","16217","0.0","0.0","19.0","45.2","4.8","21.4","2.4","2.4","0.0","4.8","33125"
"4934","16218","5.0","7.6","11.3","7.6","22.1","16.3","11.8","14.7","2.1","1.3","46042"
"4935","16222","5.4","4.4","15.4","10.6","19.9","15.8","13.4","11.9","1.5","1.7","44464"
"4936","16223","18.9","0.0","23.3","8.9","13.3","12.2","23.3","0.0","0.0","0.0","32188"
"4937","16224","3.9","1.9","11.4","9.7","18.4","26.3","13.0","10.4","3.0","1.9","54554"
"4938","16226","5.0","6.8","17.5","12.2","14.6","20.1","10.0","10.7","2.2","0.9","43383"
"4939","16228","5.3","6.7","9.6","9.1","20.1","20.6","15.8","9.1","1.9","1.9","49464"
"4940","16229","3.1","2.6","5.1","15.7","13.1","19.1","13.8","15.9","3.4","8.1","64296"
"4941","16230","3.1","7.4","17.3","8.0","21.6","24.1","11.1","4.9","1.9","0.6","41364"
"4942","16232","5.5","3.4","9.5","15.1","17.6","22.2","14.3","9.2","1.5","1.8","48438"
"4943","16233","11.0","4.9","12.2","17.1","10.3","16.7","14.3","9.9","2.7","0.8","39038"
"4944","16235","2.0","4.6","6.6","10.6","17.9","24.1","14.1","11.8","2.6","5.6","62500"
"4945","16236","39.5","0.0","0.0","18.4","19.7","22.4","0.0","0.0","0.0","0.0","-"
"4946","16238","1.1","4.0","15.3","15.3","5.6","24.9","16.9","6.8","6.2","4.0","61125"
"4947","16239","5.3","5.1","17.6","9.5","30.6","18.3","6.7","6.7","0.2","0.0","40433"
"4948","16240","6.5","4.0","12.5","12.2","19.9","21.4","10.2","9.0","2.3","2.0","46420"
"4949","16242","5.5","5.1","14.8","11.4","17.0","19.5","11.1","11.2","2.9","1.7","46992"
"4950","16244","0.0","5.7","7.5","14.2","8.5","30.2","8.5","25.5","0.0","0.0","56667"
"4951","16245","0.0","10.3","3.1","30.9","20.6","23.7","8.2","0.0","3.1","0.0","36964"
"4952","16246","1.9","3.8","17.9","16.0","11.3","18.9","5.7","24.5","0.0","0.0","47500"
"4953","16248","5.6","9.6","19.1","10.7","13.8","20.5","12.0","7.2","1.2","0.2","38311"
"4954","16249","4.6","1.9","15.1","13.8","12.0","20.5","10.9","14.1","6.6","0.5","54405"
"4955","16250","14.3","15.8","32.0","3.9","8.9","11.3","5.9","4.4","3.4","0.0","21250"
"4956","16253","0.0","9.1","0.0","33.3","15.2","42.4","0.0","0.0","0.0","0.0","43750"
"4957","16254","5.0","2.7","12.5","10.2","17.2","19.9","12.8","12.7","4.9","2.2","52153"
