"","zipcode","total_population"
"14129","43940","304"
"14130","43942","2020"
"14131","43943","2872"
"14132","43944","2071"
"14133","43945","2639"
"14134","43946","1781"
"14135","43947","4188"
"14136","43948","539"
"14137","43950","11012"
"14138","43951","66"
"14139","43952","12848"
"14140","43953","8942"
"14141","43961","218"
"14142","43962","93"
"14143","43963","1022"
"14144","43964","7697"
"14145","43967","15"
"14146","43968","5893"
"14147","43970","18"
"14148","43971","837"
"14149","43972","119"
"14150","43973","1683"
"14151","43974","85"
"14152","43976","1287"
"14153","43977","1931"
"14154","43983","364"
"14155","43985","107"
"14156","43986","1641"
"14157","43988","2014"
"14158","44001","17680"
"14159","44003","3733"
"14160","44004","25744"
"14161","44010","1276"
"14162","44011","18587"
"14163","44012","19279"
"14164","44017","12813"
"14165","44021","5503"
"14166","44022","14255"
"14167","44023","15580"
"14168","44024","19888"
"14169","44026","9674"
"14170","44028","7404"
"14171","44030","12109"
"14172","44032","1360"
"14173","44035","49792"
"14174","44039","25250"
"14175","44040","2663"
"14176","44041","11660"
"14177","44044","10317"
"14178","44045","339"
"14179","44046","1878"
"14180","44047","7573"
"14181","44048","2061"
"14182","44049","197"
"14183","44050","5329"
"14184","44052","23372"
"14185","44053","14022"
"14186","44054","10450"
"14187","44055","16277"
"14188","44056","9699"
"14189","44057","16218"
"14190","44060","49743"
"14191","44062","13551"
"14192","44064","1472"
"14193","44065","3687"
"14194","44067","16567"
"14195","44070","26577"
"14196","44072","3796"
"14197","44074","6865"
"14198","44076","4344"
"14199","44077","45764"
"14200","44080","172"
"14201","44081","6138"
"14202","44082","1408"
"14203","44084","2938"
"14204","44085","2758"
"14205","44086","2097"
"14206","44087","17038"
"14207","44089","13184"
"14208","44090","9760"
"14209","44092","12885"
"14210","44093","1225"
"14211","44094","26990"
"14212","44095","26788"
"14213","44099","2116"
"14214","44101","0"
"14215","44102","31865"
"14216","44103","12091"
"14217","44104","17595"
"14218","44105","31109"
"14219","44106","12912"
"14220","44107","33554"
"14221","44108","20122"
"14222","44109","30037"
"14223","44110","13882"
"14224","44111","29495"
"14225","44112","16414"
"14226","44113","8832"
"14227","44114","1880"
"14228","44115","4842"
"14229","44116","15475"
"14230","44117","6742"
"14231","44118","29852"
"14232","44119","9020"
"14233","44120","28512"
"14234","44121","25860"
"14235","44122","26367"
"14236","44123","13173"
"14237","44124","28566"
"14238","44125","22808"
"14239","44126","13058"
"14240","44127","4131"
"14241","44128","22589"
"14242","44129","22344"
"14243","44130","38264"
"14244","44131","17682"
"14245","44132","10611"
"14246","44133","24323"
"14247","44134","30711"
"14248","44135","20155"
"14249","44136","21347"
"14250","44137","18478"
"14251","44138","18122"
"14252","44139","21966"
"14253","44140","13400"
"14254","44141","11900"
"14255","44142","15805"
"14256","44143","19433"
"14257","44144","15557"
"14258","44145","25425"
"14259","44146","21923"
"14260","44147","16338"
"14261","44149","16847"
"14262","44201","6007"
"14263","44202","16714"
"14264","44203","32800"
"14265","44212","37465"
"14266","44214","1818"
"14267","44215","1723"
"14268","44216","8312"
"14269","44217","3592"
"14270","44221","21335"
"14271","44223","14449"
"14272","44224","31117"
"14273","44230","6929"
"14274","44231","7031"
"14275","44233","6899"
"14276","44234","2726"
"14277","44235","1636"
"14278","44236","22956"
"14279","44240","24063"
"14280","44241","13182"
"14281","44243","0"
"14282","44250","977"
"14283","44251","757"
"14284","44253","2879"
"14285","44254","3900"
"14286","44255","6590"
"14287","44256","53425"
"14288","44260","11613"
"14289","44262","4200"
"14290","44264","1780"
"14291","44265","50"
"14292","44266","26535"
"14293","44270","7312"
"14294","44272","4491"
"14295","44273","5729"
"14296","44274","188"
"14297","44275","3099"
"14298","44276","1740"
"14299","44278","14855"
"14300","44280","4046"
"14301","44281","25306"
"14302","44285","72"
"14303","44286","5249"
"14304","44287","6573"
"14305","44288","3525"
"14306","44301","11729"
"14307","44302","3299"
"14308","44303","4767"
"14309","44304","1287"
"14310","44305","16659"
"14311","44306","17278"
"14312","44307","5583"
"14313","44308","56"
"14314","44310","16279"
"14315","44311","4360"
"14316","44312","25201"
"14317","44313","17309"
"14318","44314","14394"
"14319","44319","17761"
"14320","44320","15524"
"14321","44321","12722"
"14322","44333","15377"
"14323","44401","2490"
"14324","44402","2912"
"14325","44403","3088"
"14326","44404","1423"
"14327","44405","6690"
"14328","44406","19231"
"14329","44408","8396"
"14330","44410","14474"
"14331","44411","1814"
"14332","44412","2343"
"14333","44413","5925"
"14334","44417","1450"
"14335","44418","1125"
"14336","44420","12377"
"14337","44423","2011"
"14338","44425","12277"
"14339","44427","1396"
"14340","44428","2781"
"14341","44429","2089"
"14342","44430","3330"
"14343","44431","4066"
"14344","44432","8922"
"14345","44436","3252"
"14346","44437","3658"
"14347","44438","3698"
"14348","44439","100"
"14349","44440","4014"
"14350","44441","1342"
"14351","44442","3390"
"14352","44443","1414"
"14353","44444","8561"
"14354","44445","2927"
"14355","44446","15696"
"14356","44449","1079"
"14357","44450","1754"
"14358","44451","2535"
"14359","44452","2451"
"14360","44454","993"
"14361","44455","1575"
"14362","44460","21242"
"14363","44470","3273"
"14364","44471","8899"
"14365","44473","3108"
"14366","44481","8502"
"14367","44483","19657"
"14368","44484","18471"
"14369","44485","12715"
"14370","44490","654"
"14371","44491","3140"
"14372","44493","21"
"14373","44502","7134"
"14374","44503","27"
"14375","44504","2933"
"14376","44505","12489"
"14377","44506","2113"
"14378","44507","4452"
"14379","44509","8815"
"14380","44510","1820"
"14381","44511","15108"
"14382","44512","26411"
"14383","44514","18597"
"14384","44515","21155"
"14385","44601","26479"
"14386","44606","7261"
"14387","44607","211"
"14388","44608","2253"
"14389","44609","3349"
"14390","44610","198"
"14391","44611","1796"
"14392","44612","4384"
"14393","44613","1601"
"14394","44614","10708"
"14395","44615","9071"
"14396","44618","6059"
"14397","44620","1343"
"14398","44621","3805"
"14399","44622","14676"
"14400","44624","5085"
"14401","44625","1228"
"14402","44626","2533"
"14403","44627","6589"
"14404","44628","877"
"14405","44629","2009"
"14406","44632","8524"
"14407","44633","2243"
"14408","44634","1884"
"14409","44637","2237"
"14410","44638","1284"
"14411","44640","126"
"14412","44641","17128"
"14413","44643","2728"
"14414","44644","3982"
"14415","44645","2204"
"14416","44646","37782"
"14417","44647","14411"
"14418","44651","745"
"14419","44652","66"
"14420","44653","485"
"14421","44654","17741"
"14422","44656","2501"
"14423","44657","8527"
"14424","44659","135"
"14425","44661","152"
"14426","44662","7944"
"14427","44663","19803"
"14428","44666","2591"
"14429","44667","11260"
"14430","44669","1217"
"14431","44670","199"
"14432","44671","306"
"14433","44672","3551"
"14434","44675","1765"
"14435","44676","4261"
"14436","44677","2175"
"14437","44678","114"
"14438","44680","3442"
"14439","44681","7205"
"14440","44682","662"
"14441","44683","6823"
"14442","44685","24417"
"14443","44687","37"
"14444","44688","2576"
"14445","44689","569"
"14446","44690","150"
"14447","44691","32822"
"14448","44693","74"
"14449","44695","1267"
"14450","44697","163"
"14451","44699","785"
"14452","44702","144"
"14453","44703","6130"
"14454","44704","2956"
"14455","44705","14330"
"14456","44706","14603"
"14457","44707","7088"
"14458","44708","19036"
"14459","44709","12797"
"14460","44710","6970"
"14461","44714","6628"
"14462","44718","9493"
"14463","44720","31668"
"14464","44721","11089"
"14465","44730","5085"
"14466","44802","913"
"14467","44804","1042"
"14468","44805","24482"
"14469","44807","2016"
"14470","44809","247"
"14471","44811","10514"
"14472","44813","6983"
"14473","44814","2594"
"14474","44815","521"
"14475","44816","27"
"14476","44817","1396"
"14477","44818","2247"
"14478","44820","14176"
"14479","44822","2893"
"14480","44824","3536"
"14481","44825","49"
"14482","44826","1476"
"14483","44827","5831"
"14484","44828","140"
"14485","44830","14959"
"14486","44833","13683"
"14487","44836","2086"
"14488","44837","3957"
"14489","44838","226"
"14490","44839","9872"
"14491","44840","2563"
"14492","44841","621"
"14493","44842","4385"
"14494","44843","2073"
"14495","44844","658"
"14496","44846","2819"
"14497","44847","3222"
"14498","44849","1910"
"14499","44850","119"
"14500","44851","4431"
"14501","44853","1219"
"14502","44854","1464"
"14503","44855","1115"
"14504","44856","113"
"14505","44857","19166"
"14506","44859","1533"
"14507","44861","55"
"14508","44864","2683"
"14509","44865","2951"
"14510","44866","1977"
"14511","44867","2052"
"14512","44870","30850"
"14513","44874","350"
"14514","44875","11237"
"14515","44878","2798"
"14516","44880","2529"
"14517","44881","65"
"14518","44882","2490"
"14519","44883","21552"
"14520","44887","911"
"14521","44889","5777"
"14522","44890","9255"
"14523","44901","0"
"14524","44902","3581"
"14525","44903","21050"
"14526","44904","11621"
"14527","44905","9491"
"14528","44906","12494"
"14529","44907","10349"
"14530","45001","489"
"14531","45002","11484"
"14532","45003","584"
"14533","45005","25142"
"14534","45011","58766"
"14535","45013","43477"
"14536","45014","34964"
"14537","45015","9433"
"14538","45030","15008"
"14539","45032","283"
"14540","45033","234"
"14541","45034","1064"
"14542","45036","27886"
"14543","45039","19774"
"14544","45040","45137"
"14545","45041","167"
"14546","45042","21386"
"14547","45044","43639"
"14548","45050","7267"
"14549","45051","0"
"14550","45052","3541"
"14551","45053","3127"
"14552","45054","2175"
"14553","45056","10288"
"14554","45062","557"
"14555","45064","2487"
"14556","45065","3779"
"14557","45066","21739"
"14558","45067","12208"
"14559","45068","9154"
"14560","45069","43366"
"14561","45070","159"
"14562","45101","1868"
"14563","45102","18889"
"14564","45103","25730"
"14565","45106","10581"
"14566","45107","7845"
"14567","45111","295"
"14568","45112","44"
"14569","45113","3381"
"14570","45115","56"
"14571","45118","3117"
"14572","45120","3116"
"14573","45121","7161"
"14574","45122","9466"
"14575","45123","7026"
"14576","45130","3340"
"14577","45131","182"
"14578","45132","207"
"14579","45133","19520"
"14580","45135","4117"
"14581","45140","46594"
"14582","45142","3766"
"14583","45144","3439"
"14584","45145","33"
"14585","45146","1387"
"14586","45147","107"
"14587","45148","1419"
"14588","45150","25511"
"14589","45152","10034"
"14590","45153","1403"
"14591","45154","7936"
"14592","45155","303"
"14593","45156","82"
"14594","45157","8383"
"14595","45158","329"
"14596","45159","2879"
"14597","45160","486"
"14598","45162","2169"
"14599","45164","215"
"14600","45166","83"
"14601","45167","2902"
"14602","45168","1378"
"14603","45169","3885"
"14604","45171","5208"
"14605","45172","112"
"14606","45174","2085"
"14607","45176","7587"
"14608","45177","17312"
"14609","45202","5681"
"14610","45203","1337"
"14611","45204","4806"
"14612","45205","14743"
"14613","45206","5930"
"14614","45207","4617"
"14615","45208","11500"
"14616","45209","4604"
"14617","45211","26425"
"14618","45212","14705"
"14619","45213","8888"
"14620","45214","5888"
"14621","45215","22791"
"14622","45216","6785"
"14623","45217","4964"
"14624","45218","3056"
"14625","45219","4629"
"14626","45220","6445"
"14627","45223","8641"
"14628","45224","14748"
"14629","45225","6586"
"14630","45226","3420"
"14631","45227","12745"
"14632","45229","8516"
"14633","45230","21454"
"14634","45231","33247"
"14635","45232","5204"
"14636","45233","13214"
"14637","45236","17947"
"14638","45237","14189"
"14639","45238","36137"
"14640","45239","22258"
"14641","45240","23011"
"14642","45241","18648"
"14643","45242","18525"
"14644","45243","12984"
"14645","45244","25098"
"14646","45245","14993"
"14647","45246","11219"
"14648","45247","18594"
"14649","45248","21001"
"14650","45249","10567"
"14651","45251","18911"
"14652","45252","3893"
"14653","45255","17963"
"14654","45301","118"
"14655","45302","3883"
"14656","45303","1897"
"14657","45304","6414"
"14658","45305","9456"
"14659","45306","1995"
"14660","45307","288"
"14661","45308","4102"
"14662","45309","10116"
"14663","45310","219"
"14664","45311","5466"
"14665","45312","1288"
"14666","45314","2927"
"14667","45315","3650"
"14668","45316","89"
"14669","45317","1031"
"14670","45318","4554"
"14671","45319","259"
"14672","45320","12821"
"14673","45321","805"
"14674","45322","17831"
"14675","45323","4140"
"14676","45324","26432"
"14677","45325","2383"
"14678","45326","1037"
"14679","45327","7753"
"14680","45328","449"
"14681","45330","704"
"14682","45331","18007"
"14683","45332","520"
"14684","45333","1202"
"14685","45334","1757"
"14686","45335","5938"
"14687","45336","131"
"14688","45337","1459"
"14689","45338","4595"
"14690","45339","1032"
"14691","45340","743"
"14692","45341","3096"
"14693","45342","29200"
"14694","45344","14330"
"14695","45345","5081"
"14696","45346","2000"
"14697","45347","3549"
"14698","45348","902"
"14699","45349","357"
"14700","45350","90"
"14701","45351","234"
"14702","45352","172"
"14703","45353","171"
"14704","45354","538"
"14705","45356","20168"
"14706","45358","309"
"14707","45359","1704"
"14708","45360","271"
"14709","45361","253"
"14710","45362","950"
"14711","45363","1614"
"14712","45365","24831"
"14713","45368","4001"
"14714","45369","3055"
"14715","45370","2107"
"14716","45371","15727"
"14717","45372","296"
"14718","45373","28240"
"14719","45377","12096"
"14720","45378","340"
"14721","45380","4647"
"14722","45381","4789"
"14723","45382","1079"
"14724","45383","5869"
"14725","45384","279"
"14726","45385","30016"
"14727","45387","3882"
"14728","45388","742"
"14729","45389","413"
"14730","45390","2822"
"14731","45402","6364"
"14732","45403","10528"
"14733","45404","8265"
"14734","45405","13223"
"14735","45406","16415"
"14736","45409","4669"
"14737","45410","10213"
"14738","45414","16694"
"14739","45415","9719"
"14740","45416","4410"
"14741","45417","23251"
"14742","45418","1119"
"14743","45419","11749"
"14744","45420","17695"
"14745","45424","41896"
"14746","45426","11378"
"14747","45428","0"
"14748","45429","19608"
"14749","45430","6263"
"14750","45431","20469"
"14751","45432","12359"
"14752","45433","1299"
"14753","45434","11064"
"14754","45439","7265"
"14755","45440","16254"
"14756","45449","13239"
"14757","45458","24805"
"14758","45459","21534"
"14759","45502","13818"
"14760","45503","25258"
"14761","45504","13229"
"14762","45505","15254"
"14763","45506","11079"
"14764","45601","41588"
"14765","45612","4401"
"14766","45613","3001"
"14767","45614","4106"
"14768","45616","1269"
"14769","45617","60"
"14770","45618","25"
"14771","45619","6866"
"14772","45620","746"
"14773","45621","254"
"14774","45622","271"
"14775","45623","2967"
"14776","45624","23"
"14777","45628","4330"
"14778","45629","2664"
"14779","45630","70"
"14780","45631","11807"
"14781","45634","1712"
"14782","45636","133"
