"","zipcode","total_population"
"12814","39339","12874"
"12815","39341","6061"
"12816","39342","1029"
"12817","39345","4932"
"12818","39346","1881"
"12819","39347","1233"
"12820","39348","725"
"12821","39350","20952"
"12822","39352","706"
"12823","39354","1762"
"12824","39355","5959"
"12825","39356","529"
"12826","39358","1165"
"12827","39359","221"
"12828","39360","3259"
"12829","39361","1251"
"12830","39362","2449"
"12831","39363","1474"
"12832","39364","2551"
"12833","39365","6447"
"12834","39366","1173"
"12835","39367","12695"
"12836","39401","29550"
"12837","39402","29336"
"12838","39406","35"
"12839","39421","2548"
"12840","39422","4248"
"12841","39423","2306"
"12842","39425","1482"
"12843","39426","14188"
"12844","39427","1074"
"12845","39428","8022"
"12846","39429","14297"
"12847","39437","9750"
"12848","39439","3924"
"12849","39440","16745"
"12850","39443","19072"
"12851","39451","3556"
"12852","39452","23184"
"12853","39455","8327"
"12854","39456","1115"
"12855","39459","3153"
"12856","39461","515"
"12857","39462","948"
"12858","39464","2164"
"12859","39465","18579"
"12860","39466","23103"
"12861","39470","10274"
"12862","39474","4882"
"12863","39475","10472"
"12864","39476","6620"
"12865","39477","563"
"12866","39478","1902"
"12867","39479","4992"
"12868","39480","2364"
"12869","39481","1616"
"12870","39482","8536"
"12871","39483","5673"
"12872","39501","16230"
"12873","39503","37002"
"12874","39507","12087"
"12875","39520","11064"
"12876","39525","6907"
"12877","39530","5704"
"12878","39531","12785"
"12879","39532","26977"
"12880","39534","0"
"12881","39540","6527"
"12882","39553","14255"
"12883","39556","6533"
"12884","39560","13871"
"12885","39561","1634"
"12886","39562","15651"
"12887","39563","11370"
"12888","39564","30787"
"12889","39565","17106"
"12890","39567","8026"
"12891","39571","11111"
"12892","39572","1158"
"12893","39573","6999"
"12894","39574","11672"
"12895","39576","4602"
"12896","39577","8367"
"12897","39581","9402"
"12898","39601","19449"
"12899","39629","5686"
"12900","39630","917"
"12901","39631","3068"
"12902","39633","913"
"12903","39635","136"
"12904","39638","2709"
"12905","39641","3973"
"12906","39643","932"
"12907","39645","4135"
"12908","39647","903"
"12909","39648","17709"
"12910","39652","6791"
"12911","39653","2361"
"12912","39654","4727"
"12913","39656","674"
"12914","39657","1982"
"12915","39661","2589"
"12916","39662","1143"
"12917","39663","2645"
"12918","39664","1950"
"12919","39665","1003"
"12920","39666","8030"
"12921","39667","10880"
"12922","39668","569"
"12923","39669","4155"
"12924","39701","10561"
"12925","39702","19238"
"12926","39705","11004"
"12927","39730","9868"
"12928","39735","3222"
"12929","39736","267"
"12930","39737","251"
"12931","39739","2522"
"12932","39740","4437"
"12933","39741","1373"
"12934","39743","1804"
"12935","39744","5053"
"12936","39745","691"
"12937","39746","2721"
"12938","39747","1680"
"12939","39750","2368"
"12940","39751","1146"
"12941","39752","2120"
"12942","39755","900"
"12943","39756","1703"
"12944","39759","26287"
"12945","39760","15"
"12946","39762","26"
"12947","39766","2270"
"12948","39767","741"
"12949","39769","1574"
"12950","39771","104"
"12951","39772","1500"
"12952","39773","13844"
"12953","39776","1446"
"12954","39813","1791"
"12955","39815","1457"
"12956","39817","8506"
"12957","39819","9178"
"12958","39823","7080"
"12959","39824","448"
"12960","39825","1216"
"12961","39826","337"
"12962","39827","3345"
"12963","39828","12417"
"12964","39834","1798"
"12965","39836","380"
"12966","39837","5051"
"12967","39840","4342"
"12968","39841","720"
"12969","39842","6822"
"12970","39845","6554"
"12971","39846","1975"
"12972","39851","1887"
"12973","39854","2117"
"12974","39859","1090"
"12975","39861","833"
"12976","39862","1101"
"12977","39866","373"
"12978","39867","269"
"12979","39870","1803"
"12980","39877","432"
"12981","39885","55"
"12982","39886","1323"
"12983","39897","2861"
"12984","40003","1613"
"12985","40004","22912"
"12986","40006","4208"
"12987","40007","139"
"12988","40008","2995"
"12989","40009","871"
"12990","40010","553"
"12991","40011","2183"
"12992","40012","480"
"12993","40013","4772"
"12994","40014","18132"
"12995","40019","3093"
"12996","40020","90"
"12997","40022","745"
"12998","40023","3788"
"12999","40025","56"
"13000","40026","5067"
"13001","40031","16267"
"13002","40033","9844"
"13003","40036","161"
"13004","40037","2440"
"13005","40040","469"
"13006","40041","37"
"13007","40045","2859"
"13008","40046","1498"
"13009","40047","16869"
"13010","40048","0"
"13011","40049","0"
"13012","40050","1036"
"13013","40051","3999"
"13014","40052","446"
"13015","40055","1531"
"13016","40056","2763"
"13017","40057","2789"
"13018","40058","50"
"13019","40059","14998"
"13020","40060","1020"
"13021","40062","250"
"13022","40063","5"
"13023","40065","22876"
"13024","40067","4141"
"13025","40068","1835"
"13026","40069","6622"
"13027","40070","488"
"13028","40071","12591"
"13029","40075","1141"
"13030","40076","2169"
"13031","40077","469"
"13032","40078","1834"
"13033","40104","1126"
"13034","40107","1753"
"13035","40108","9672"
"13036","40109","1717"
"13037","40110","47"
"13038","40111","1380"
"13039","40115","598"
"13040","40117","2011"
"13041","40118","7970"
"13042","40119","1525"
"13043","40121","7844"
"13044","40140","655"
"13045","40142","1986"
"13046","40143","4725"
"13047","40144","1570"
"13048","40145","791"
"13049","40146","3154"
"13050","40150","3486"
"13051","40152","517"
"13052","40155","673"
"13053","40157","746"
"13054","40160","19024"
"13055","40161","147"
"13056","40162","5465"
"13057","40165","28124"
"13058","40170","299"
"13059","40171","194"
"13060","40175","11273"
"13061","40176","799"
"13062","40177","1151"
"13063","40178","384"
"13064","40202","1615"
"13065","40203","11625"
"13066","40204","7425"
"13067","40205","15791"
"13068","40206","11205"
"13069","40207","21975"
"13070","40208","6373"
"13071","40209","265"
"13072","40210","11167"
"13073","40211","17893"
"13074","40212","13930"
"13075","40213","12370"
"13076","40214","34734"
"13077","40215","16929"
"13078","40216","32134"
"13079","40217","7736"
"13080","40218","23319"
"13081","40219","29665"
"13082","40220","24487"
"13083","40222","15181"
"13084","40223","17734"
"13085","40228","13133"
"13086","40229","31002"
"13087","40231","0"
"13088","40241","23464"
"13089","40242","8470"
"13090","40243","7984"
"13091","40245","26150"
"13092","40258","21996"
"13093","40272","30958"
"13094","40280","170"
"13095","40291","29446"
"13096","40299","32287"
"13097","40310","423"
"13098","40311","5864"
"13099","40312","4881"
"13100","40313","2286"
"13101","40316","260"
"13102","40322","2584"
"13103","40324","33841"
"13104","40328","883"
"13105","40330","16003"
"13106","40334","17"
"13107","40336","10749"
"13108","40337","4667"
"13109","40339","33"
"13110","40342","17826"
"13111","40346","573"
"13112","40347","2131"
"13113","40348","477"
"13114","40350","202"
"13115","40351","13740"
"13116","40353","16719"
"13117","40356","34105"
"13118","40358","765"
"13119","40359","5907"
"13120","40360","5423"
"13121","40361","14778"
"13122","40363","17"
"13123","40370","2398"
"13124","40371","2328"
"13125","40372","1827"
"13126","40374","1427"
"13127","40376","43"
"13128","40379","2832"
"13129","40380","5331"
"13130","40383","18893"
"13131","40385","2717"
"13132","40387","1722"
"13133","40390","5064"
"13134","40391","28895"
"13135","40402","2395"
"13136","40403","19375"
"13137","40404","0"
"13138","40409","3190"
"13139","40419","3901"
"13140","40422","17856"
"13141","40434","25"
"13142","40437","4149"
"13143","40440","1771"
"13144","40442","944"
"13145","40444","11848"
"13146","40445","824"
"13147","40447","6810"
"13148","40448","42"
"13149","40456","7575"
"13150","40460","982"
"13151","40461","2666"
"13152","40464","928"
"13153","40468","1533"
"13154","40472","1381"
"13155","40475","39272"
"13156","40481","198"
"13157","40484","9538"
"13158","40486","1901"
"13159","40489","3502"
"13160","40502","16914"
"13161","40503","20232"
"13162","40504","16317"
"13163","40505","19549"
"13164","40506","4"
"13165","40507","390"
"13166","40508","9056"
"13167","40509","24800"
"13168","40510","679"
"13169","40511","22817"
"13170","40513","9652"
"13171","40514","12887"
"13172","40515","26641"
"13173","40516","2267"
"13174","40517","23819"
"13175","40601","37408"
"13176","40604","2"
"13177","40701","24127"
"13178","40729","4769"
"13179","40734","3177"
"13180","40737","1137"
"13181","40740","2802"
"13182","40741","17755"
"13183","40743","208"
"13184","40744","15717"
"13185","40759","2154"
"13186","40763","369"
"13187","40769","14312"
"13188","40771","856"
"13189","40801","461"
"13190","40806","2101"
"13191","40807","290"
"13192","40808","87"
"13193","40810","1321"
"13194","40813","562"
"13195","40815","1325"
"13196","40816","65"
"13197","40818","93"
"13198","40819","633"
"13199","40820","512"
"13200","40823","3444"
"13201","40824","479"
"13202","40826","679"
"13203","40827","595"
"13204","40828","3177"
"13205","40829","150"
"13206","40830","256"
"13207","40831","3966"
"13208","40840","275"
"13209","40843","220"
"13210","40844","100"
"13211","40845","545"
"13212","40847","229"
"13213","40849","302"
"13214","40854","1008"
"13215","40855","685"
"13216","40856","661"
"13217","40858","340"
"13218","40862","572"
"13219","40863","415"
"13220","40865","353"
"13221","40868","962"
"13222","40870","237"
"13223","40873","2034"
"13224","40874","411"
"13225","40902","1061"
"13226","40903","567"
"13227","40906","8652"
"13228","40913","129"
"13229","40914","399"
"13230","40915","783"
"13231","40921","255"
"13232","40923","639"
"13233","40927","408"
"13234","40935","2246"
"13235","40939","229"
"13236","40940","403"
"13237","40941","212"
"13238","40943","644"
"13239","40946","195"
"13240","40949","654"
"13241","40953","875"
"13242","40958","377"
"13243","40962","14594"
"13244","40964","128"
"13245","40965","10758"
"13246","40972","911"
"13247","40977","8023"
"13248","40979","136"
"13249","40982","346"
"13250","40983","293"
"13251","40988","474"
"13252","40995","111"
"13253","40997","316"
"13254","41001","14522"
"13255","41002","2000"
"13256","41003","2392"
"13257","41004","3459"
"13258","41005","19428"
"13259","41006","3827"
"13260","41007","3778"
"13261","41008","5780"
"13262","41010","2732"
"13263","41011","16649"
"13264","41014","4742"
"13265","41015","16757"
"13266","41016","4436"
"13267","41017","31744"
"13268","41018","21863"
"13269","41030","5412"
"13270","41031","13080"
"13271","41033","1678"
"13272","41034","912"
"13273","41035","9223"
"13274","41039","2089"
"13275","41040","6049"
"13276","41041","5998"
"13277","41042","40327"
"13278","41043","1487"
"13279","41044","966"
"13280","41045","1021"
"13281","41046","1180"
"13282","41048","12776"
"13283","41049","1916"
"13284","41051","23724"
"13285","41052","91"
"13286","41055","1582"
"13287","41056","11296"
"13288","41059","2208"
"13289","41062","34"
"13290","41063","2915"
"13291","41064","1669"
"13292","41071","13955"
"13293","41073","4292"
"13294","41074","4128"
"13295","41075","12890"
"13296","41076","12353"
"13297","41080","1637"
"13298","41083","1082"
"13299","41085","596"
"13300","41086","2372"
"13301","41091","15548"
"13302","41092","3109"
"13303","41093","2464"
"13304","41094","11968"
"13305","41095","2795"
"13306","41097","5787"
"13307","41098","1658"
"13308","41099","0"
"13309","41101","14479"
"13310","41102","16675"
"13311","41121","1597"
"13312","41124","861"
"13313","41129","8432"
"13314","41132","343"
"13315","41135","142"
"13316","41139","6774"
"13317","41141","2075"
"13318","41142","82"
"13319","41143","11817"
"13320","41144","8626"
"13321","41146","346"
"13322","41149","663"
"13323","41159","517"
"13324","41164","11079"
"13325","41166","806"
"13326","41168","2590"
"13327","41169","4541"
"13328","41171","3297"
"13329","41174","926"
"13330","41175","4689"
"13331","41179","6440"
"13332","41180","934"
"13333","41183","1378"
"13334","41189","1929"
"13335","41201","191"
"13336","41203","575"
"13337","41204","487"
"13338","41214","643"
"13339","41216","1125"
"13340","41219","1777"
"13341","41222","2307"
"13342","41224","4004"
"13343","41226","141"
"13344","41230","9897"
"13345","41231","846"
"13346","41232","676"
"13347","41234","519"
"13348","41238","764"
"13349","41240","5180"
"13350","41250","1047"
"13351","41254","510"
"13352","41255","894"
"13353","41256","2103"
"13354","41257","338"
"13355","41260","622"
"13356","41262","1247"
"13357","41263","472"
"13358","41264","344"
"13359","41265","1567"
"13360","41267","1036"
"13361","41268","327"
"13362","41271","197"
"13363","41274","502"
"13364","41301","5038"
"13365","41311","5352"
"13366","41314","4260"
"13367","41317","170"
"13368","41332","983"
"13369","41339","8842"
"13370","41348","1006"
"13371","41352","573"
"13372","41360","385"
"13373","41365","414"
"13374","41366","16"
"13375","41367","156"
"13376","41385","411"
"13377","41390","42"
"13378","41397","57"
"13379","41408","395"
"13380","41421","216"
"13381","41425","973"
"13382","41464","625"
"13383","41465","10170"
"13384","41472","7650"
"13385","41501","18224"
"13386","41503","423"
"13387","41512","783"
"13388","41513","497"
"13389","41514","2963"
"13390","41517","96"
"13391","41519","962"
"13392","41522","4404"
"13393","41524","315"
"13394","41526","112"
"13395","41527","571"
"13396","41528","840"
"13397","41531","870"
"13398","41534","251"
"13399","41535","425"
"13400","41537","4535"
"13401","41538","70"
"13402","41539","1479"
"13403","41540","263"
"13404","41543","443"
"13405","41544","789"
"13406","41547","311"
"13407","41548","709"
"13408","41553","1830"
"13409","41554","924"
"13410","41555","768"
"13411","41557","1477"
"13412","41558","701"
"13413","41559","296"
"13414","41560","313"
"13415","41562","2439"
"13416","41563","359"
"13417","41564","1022"
"13418","41566","637"
"13419","41567","319"
"13420","41568","904"
"13421","41571","539"
"13422","41572","3243"
"13423","41601","593"
"13424","41602","673"
"13425","41603","1294"
"13426","41604","537"
"13427","41605","523"
"13428","41606","552"
"13429","41607","255"
"13430","41612","70"
"13431","41615","609"
"13432","41616","662"
"13433","41619","503"
"13434","41621","269"
"13435","41622","188"
"13436","41630","1040"
"13437","41631","940"
"13438","41632","507"
"13439","41635","2535"
"13440","41636","833"
"13441","41640","1145"
"13442","41642","602"
"13443","41643","108"
"13444","41645","1071"
"13445","41647","1514"
"13446","41649","2146"
"13447","41650","446"
"13448","41653","8874"
"13449","41655","754"
"13450","41659","440"
"13451","41660","681"
"13452","41663","328"
"13453","41666","753"
"13454","41667","630"
"13455","41669","539"
"13456","41701","13632"
"13457","41712","295"
"13458","41713","41"
"13459","41714","347"
"13460","41719","867"
"13461","41721","645"
"13462","41722","1382"
"13463","41723","1313"
"13464","41725","149"
"13465","41727","539"
"13466","41729","183"
"13467","41731","864"
"13468","41735","239"
"13469","41739","149"
"13470","41740","736"
"13471","41745","183"
"13472","41746","723"
"13473","41749","2718"
"13474","41751","249"
"13475","41754","409"
"13476","41759","321"
"13477","41760","28"
"13478","41762","82"
"13479","41763","486"
"13480","41764","622"
"13481","41766","107"
"13482","41772","223"
"13483","41773","1092"
"13484","41774","2301"
"13485","41775","92"
"13486","41776","1280"
"13487","41777","806"
"13488","41804","623"
"13489","41810","428"
"13490","41812","180"
"13491","41815","681"
"13492","41817","214"
"13493","41819","328"
"13494","41821","429"
"13495","41822","2045"
"13496","41824","873"
"13497","41825","468"
"13498","41826","816"
"13499","41828","680"
"13500","41831","701"
"13501","41832","349"
"13502","41833","264"
"13503","41834","552"
"13504","41835","681"
"13505","41836","673"
"13506","41837","1116"
"13507","41838","478"
"13508","41839","986"
"13509","41840","919"
"13510","41843","794"
"13511","41844","703"
"13512","41845","225"
"13513","41847","526"
"13514","41848","63"
"13515","41849","154"
"13516","41855","581"
"13517","41858","6493"
"13518","41859","291"
"13519","41861","91"
"13520","41862","827"
"13521","42001","21613"
"13522","42003","22639"
"13523","42020","2045"
"13524","42021","1249"
"13525","42022","94"
"13526","42023","1923"
"13527","42024","1236"
"13528","42025","16058"
"13529","42027","1946"
"13530","42028","539"
"13531","42029","5154"
"13532","42031","2586"
"13533","42032","149"
"13534","42035","924"
"13535","42036","994"
"13536","42037","18"
"13537","42038","3475"
"13538","42039","1484"
"13539","42040","946"
"13540","42041","3588"
"13541","42044","2840"
"13542","42045","1665"
"13543","42047","159"
"13544","42048","1813"
"13545","42049","1226"
"13546","42050","2262"
"13547","42051","2415"
"13548","42053","4208"
"13549","42054","853"
"13550","42055","2017"
"13551","42056","1583"
"13552","42058","1965"
"13553","42060","108"
"13554","42061","45"
"13555","42064","6828"
"13556","42066","18442"
"13557","42069","924"
"13558","42071","18926"
"13559","42076","970"
"13560","42078","1459"
"13561","42079","1212"
"13562","42081","1840"
"13563","42082","1561"
"13564","42083","378"
"13565","42084","66"
"13566","42085","767"
"13567","42086","3481"
"13568","42087","1980"
"13569","42088","2271"
"13570","42101","37152"
"13571","42102","59"
"13572","42103","15354"
"13573","42104","22651"
"13574","42120","2221"
"13575","42122","3955"
"13576","42123","724"
"13577","42124","47"
"13578","42127","5091"
"13579","42129","5717"
"13580","42130","152"
"13581","42133","1112"
"13582","42134","13648"
"13583","42140","1033"
"13584","42141","24442"
"13585","42151","213"
"13586","42153","264"
"13587","42154","586"
"13588","42156","215"
"13589","42157","376"
"13590","42159","1049"
"13591","42160","1712"
"13592","42163","48"
"13593","42164","13497"
"13594","42166","1917"
"13595","42167","6556"
"13596","42170","1196"
"13597","42171","5858"
"13598","42202","1963"
"13599","42204","552"
"13600","42206","4536"
"13601","42207","1033"
"13602","42210","3427"
"13603","42211","11185"
"13604","42214","581"
"13605","42215","1161"
"13606","42217","3542"
"13607","42220","5684"
"13608","42223","14466"
"13609","42232","704"
"13610","42234","2095"
"13611","42236","818"
"13612","42240","33269"
"13613","42254","169"
"13614","42256","4224"
"13615","42259","859"
"13616","42261","8671"
"13617","42262","6859"
"13618","42265","715"
"13619","42266","2203"
"13620","42273","386"
"13621","42274","2076"
"13622","42275","753"
"13623","42276","11855"
"13624","42280","412"
"13625","42285","321"
"13626","42286","1123"
"13627","42301","32838"
"13628","42303","30130"
"13629","42320","6854"
"13630","42321","288"
"13631","42322","43"
"13632","42323","701"
"13633","42324","1141"
"13634","42325","1762"
"13635","42326","399"
"13636","42327","3343"
"13637","42328","1244"
"13638","42330","6875"
"13639","42332","216"
"13640","42333","930"
"13641","42337","1678"
"13642","42338","68"
"13643","42339","695"
"13644","42343","1395"
"13645","42344","733"
"13646","42345","9087"
"13647","42347","4983"
"13648","42348","4229"
"13649","42349","1320"
"13650","42350","1232"
"13651","42351","3209"
"13652","42352","1703"
"13653","42354","228"
"13654","42355","1644"
"13655","42356","0"
"13656","42361","429"
"13657","42366","5249"
"13658","42367","558"
"13659","42368","1147"
"13660","42369","284"
"13661","42370","22"
"13662","42371","395"
"13663","42372","1573"
"13664","42374","234"
"13665","42376","5041"
"13666","42378","2929"
"13667","42404","2183"
"13668","42406","3058"
"13669","42408","5496"
"13670","42409","1964"
"13671","42410","1192"
"13672","42411","1396"
"13673","42413","2707"
"13674","42420","29715"
"13675","42431","21019"
"13676","42436","888"
"13677","42437","5794"
"13678","42440","612"
"13679","42441","1375"
"13680","42442","3007"
"13681","42445","9198"
"13682","42450","3265"
"13683","42451","663"
"13684","42452","1894"
"13685","42453","460"
"13686","42455","2775"
"13687","42456","1516"
"13688","42458","1008"
"13689","42459","3692"
"13690","42461","1182"
"13691","42462","1130"
"13692","42463","121"
"13693","42464","1582"
"13694","42501","13477"
"13695","42503","18840"
"13696","42516","405"
"13697","42518","2352"
"13698","42519","2515"
"13699","42528","1270"
"13700","42533","649"
"13701","42539","7821"
"13702","42541","442"
"13703","42544","4869"
"13704","42553","4524"
"13705","42565","615"
"13706","42566","554"
"13707","42567","5081"
"13708","42602","8253"
"13709","42603","111"
"13710","42629","3905"
"13711","42631","111"
"13712","42633","16348"
"13713","42634","1251"
"13714","42635","2661"
"13715","42638","163"
"13716","42642","10199"
"13717","42647","3440"
"13718","42649","1895"
"13719","42653","3765"
"13720","42701","38880"
"13721","42712","1579"
"13722","42713","1366"
"13723","42715","292"
"13724","42716","1325"
"13725","42717","5260"
"13726","42718","19045"
"13727","42721","3375"
"13728","42722","611"
"13729","42724","4074"
"13730","42726","3950"
"13731","42728","12151"
"13732","42729","1392"
"13733","42731","300"
"13734","42732","1851"
"13735","42733","1253"
"13736","42740","1686"
"13737","42741","413"
"13738","42743","7335"
"13739","42746","1625"
"13740","42748","6991"
"13741","42749","4255"
"13742","42753","632"
"13743","42754","12088"
"13744","42757","2531"
"13745","42758","116"
"13746","42762","357"
"13747","42764","440"
"13748","42765","4757"
"13749","42776","2301"
"13750","42782","817"
"13751","42784","2286"
"13752","42788","273"
"13753","43001","2135"
"13754","43002","1532"
"13755","43003","2442"
"13756","43004","18758"
"13757","43005","153"
"13758","43006","709"
"13759","43008","1876"
"13760","43009","1917"
"13761","43010","239"
"13762","43011","6486"
"13763","43013","1048"
"13764","43014","3162"
"13765","43015","37796"
"13766","43016","25291"
"13767","43017","32495"
"13768","43019","7577"
"13769","43021","9581"
"13770","43022","1936"
"13771","43023","9979"
"13772","43025","4414"
"13773","43026","45651"
"13774","43028","6566"
"13775","43029","550"
"13776","43030","97"
"13777","43031","10562"
"13778","43032","66"
"13779","43033","296"
"13780","43035","22139"
"13781","43036","204"
"13782","43037","453"
"13783","43040","24628"
"13784","43044","4624"
"13785","43045","1738"
"13786","43046","2779"
"13787","43050","21700"
"13788","43054","17474"
"13789","43055","45824"
"13790","43056","14417"
"13791","43060","2105"
"13792","43061","3545"
"13793","43062","23973"
"13794","43064","11193"
"13795","43065","35000"
"13796","43066","1187"
"13797","43067","1429"
"13798","43068","41780"
"13799","43070","105"
"13800","43071","2002"
"13801","43072","5166"
"13802","43074","10349"
"13803","43076","7523"
"13804","43077","210"
"13805","43078","16507"
"13806","43080","4747"
"13807","43081","43137"
"13808","43082","27155"
"13809","43084","712"
"13810","43085","18476"
"13811","43101","300"
"13812","43102","3992"
"13813","43103","9083"
"13814","43105","7076"
"13815","43106","1437"
"13816","43107","2729"
"13817","43109","92"
"13818","43110","27710"
"13819","43111","197"
"13820","43112","3985"
"13821","43113","18895"
"13822","43115","1124"
"13823","43116","1306"
"13824","43117","67"
"13825","43119","23660"
"13826","43123","48619"
"13827","43125","9735"
"13828","43126","255"
"13829","43127","235"
"13830","43128","1887"
"13831","43130","46267"
"13832","43135","3712"
"13833","43136","357"
"13834","43137","1954"
"13835","43138","14926"
"13836","43140","15700"
"13837","43142","85"
"13838","43143","4733"
"13839","43144","365"
"13840","43145","1641"
"13841","43146","7674"
"13842","43147","34825"
"13843","43148","1859"
"13844","43149","2175"
"13845","43150","2187"
"13846","43151","271"
"13847","43152","774"
"13848","43153","835"
"13849","43154","2745"
"13850","43155","2196"
"13851","43156","209"
"13852","43157","489"
"13853","43158","221"
"13854","43160","17423"
"13855","43162","5855"
"13856","43164","1953"
"13857","43201","7809"
"13858","43202","8544"
"13859","43203","5573"
"13860","43204","30793"
"13861","43205","7450"
"13862","43206","14121"
"13863","43207","35258"
"13864","43209","19168"
"13865","43210","525"
"13866","43211","17015"
"13867","43212","9587"
"13868","43213","22057"
"13869","43214","15694"
"13870","43215","3029"
"13871","43217","2201"
"13872","43219","19967"
"13873","43220","17635"
"13874","43221","24880"
"13875","43222","3213"
"13876","43223","19032"
"13877","43224","28897"
"13878","43227","16523"
"13879","43228","38059"
"13880","43229","33562"
"13881","43230","40146"
"13882","43231","14933"
"13883","43232","31974"
"13884","43235","28198"
"13885","43240","2501"
"13886","43302","39418"
"13887","43310","2658"
"13888","43311","15368"
"13889","43314","2736"
"13890","43315","5962"
"13891","43316","5030"
"13892","43317","96"
"13893","43318","3440"
"13894","43319","902"
"13895","43320","1378"
"13896","43321","201"
"13897","43322","329"
"13898","43323","587"
"13899","43324","2354"
"13900","43326","10947"
"13901","43330","84"
"13902","43331","3324"
"13903","43332","2017"
"13904","43333","791"
"13905","43334","5660"
"13906","43336","28"
"13907","43337","945"
"13908","43338","8683"
"13909","43340","1512"
"13910","43341","792"
"13911","43342","2754"
"13912","43343","1328"
"13913","43344","4848"
"13914","43345","816"
"13915","43347","1353"
"13916","43348","1486"
"13917","43351","8204"
"13918","43356","969"
"13919","43357","3995"
"13920","43358","2177"
"13921","43359","694"
"13922","43360","1373"
"13923","43402","18678"
"13924","43403","7"
"13925","43406","1456"
"13926","43407","569"
"13927","43408","231"
"13928","43410","8607"
"13929","43412","3845"
"13930","43413","1238"
"13931","43416","2466"
"13932","43420","24283"
"13933","43430","3972"
"13934","43431","3961"
"13935","43432","1231"
"13936","43433","81"
"13937","43434","86"
"13938","43435","1280"
"13939","43437","357"
"13940","43438","232"
"13941","43439","99"
"13942","43440","3732"
"13943","43442","849"
"13944","43443","1626"
"13945","43445","1034"
"13946","43446","22"
"13947","43447","2972"
"13948","43449","6848"
"13949","43450","3022"
"13950","43451","923"
"13951","43452","10674"
"13952","43456","456"
"13953","43457","1235"
"13954","43458","350"
"13955","43460","5112"
"13956","43462","995"
"13957","43463","13"
"13958","43464","1193"
"13959","43465","3933"
"13960","43466","1891"
"13961","43467","90"
"13962","43468","265"
"13963","43469","2700"
"13964","43501","634"
"13965","43502","5880"
"13966","43504","965"
"13967","43505","74"
"13968","43506","11639"
"13969","43511","818"
"13970","43512","23136"
"13971","43515","6902"
"13972","43516","2504"
"13973","43517","3107"
"13974","43518","2366"
"13975","43519","153"
"13976","43521","2349"
"13977","43522","2806"
"13978","43523","56"
"13979","43524","1070"
"13980","43525","1028"
"13981","43526","5097"
"13982","43527","1931"
"13983","43528","13517"
"13984","43529","228"
"13985","43531","192"
"13986","43532","3475"
"13987","43533","1330"
"13988","43534","1522"
"13989","43535","656"
"13990","43536","350"
"13991","43537","22063"
"13992","43540","1322"
"13993","43541","124"
"13994","43542","3292"
"13995","43543","6337"
"13996","43545","11441"
"13997","43547","239"
"13998","43548","610"
"13999","43549","1292"
"14000","43551","30111"
"14001","43553","219"
"14002","43554","1976"
"14003","43555","158"
"14004","43556","1592"
"14005","43557","2365"
"14006","43558","11484"
"14007","43560","27219"
"14008","43565","287"
"14009","43566","6566"
"14010","43567","11321"
"14011","43569","2339"
"14012","43570","2600"
"14013","43571","5948"
"14014","43604","5520"
"14015","43605","21757"
"14016","43606","16041"
"14017","43607","15657"
"14018","43608","12111"
"14019","43609","17995"
"14020","43610","3857"
"14021","43611","15164"
"14022","43612","22798"
"14023","43613","24463"
"14024","43614","21101"
"14025","43615","28321"
"14026","43616","17002"
"14027","43617","6578"
"14028","43619","6382"
"14029","43620","3616"
"14030","43623","15370"
"14031","43701","43200"
"14032","43711","73"
"14033","43713","5917"
"14034","43716","1679"
"14035","43717","137"
"14036","43718","2741"
"14037","43719","2127"
"14038","43720","1078"
"14039","43721","114"
"14040","43722","327"
"14041","43723","4078"
"14042","43724","5315"
"14043","43725","15726"
"14044","43727","1262"
"14045","43728","1033"
"14046","43730","2117"
"14047","43731","4536"
"14048","43732","1448"
"14049","43733","79"
"14050","43734","1008"
"14051","43735","432"
"14052","43736","48"
"14053","43738","141"
"14054","43739","1778"
"14055","43740","220"
"14056","43746","1223"
"14057","43747","939"
"14058","43748","2352"
"14059","43749","1956"
"14060","43750","136"
"14061","43754","1289"
"14062","43755","1366"
"14063","43756","4059"
"14064","43758","2754"
"14065","43759","55"
"14066","43760","1570"
"14067","43761","100"
"14068","43762","3560"
"14069","43764","6839"
"14070","43766","1313"
"14071","43767","1251"
"14072","43768","237"
"14073","43771","1714"
"14074","43772","1582"
"14075","43773","2852"
"14076","43777","3899"
"14077","43778","1327"
"14078","43779","851"
"14079","43780","1726"
"14080","43782","716"
"14081","43783","3937"
"14082","43786","26"
"14083","43787","2512"
"14084","43788","750"
"14085","43793","4026"
"14086","43802","974"
"14087","43804","3510"
"14088","43805","57"
"14089","43811","699"
"14090","43812","14863"
"14091","43821","3689"
"14092","43822","3976"
"14093","43824","3381"
"14094","43830","5363"
"14095","43832","6059"
"14096","43836","100"
"14097","43837","1746"
"14098","43840","1105"
"14099","43842","288"
"14100","43843","1000"
"14101","43844","3240"
"14102","43845","3864"
"14103","43901","1783"
"14104","43902","169"
"14105","43903","1809"
"14106","43905","180"
"14107","43906","6782"
"14108","43907","4783"
"14109","43908","1300"
"14110","43910","3071"
"14111","43912","5169"
"14112","43913","1163"
"14113","43914","86"
"14114","43915","1222"
"14115","43917","2544"
"14116","43920","18541"
"14117","43925","67"
"14118","43926","241"
"14119","43927","57"
"14120","43928","91"
"14121","43930","733"
"14122","43931","229"
"14123","43932","796"
"14124","43933","1768"
"14125","43934","235"
"14126","43935","6853"
"14127","43938","4651"
"14128","43939","444"
